description,height,weight,base_experience,is_legendary,is_mythical,generation,hp,attack,defense,special-attack,special-defense,speed
"LATIAS je veoma osetljiv na emocije ljudi. Ako oseti bilo kakvo neprijateljstvo, ovaj POKeMON mrsi perje po celom telu i kričavo plače da bi zastrašio neprijatelja. LATIAS je veoma inteligentan i sposoban da razume ljudski govor. Pokriven je staklenim puhom. POKeMON obavija svoje telo puhom i prelama svetlost da bi promenio svoj izgled. Oni čine malo stado od samo nekoliko članova. Retko stupaju u kontakt sa ljudima ili drugim POKeMON-ima. Nestaju ako osete neprijatelje.",14,400,270,TRUE,FALSE,generation-iii,80,80,90,110,130,110
"Oni koriste hipnozu da kontrolišu ljude i Pokemone. Na svakom ćošku pričaju se priče o Gothoriti koja vodi ljude na krivi put. Svetlost zvezda je izvor njihove moći. Noću obeležavaju položaje zvezda koristeći psihičku moć da lebde kamenje. Prema mnogim starim pričama, ono stvara prijatelje za sebe kontrolišući usnulu decu u zvezdanim noćima.",7,180,137,FALSE,FALSE,generation-v,60,45,70,75,85,55
"Na prvi pogled, POOCHIENA zagrize sve što se kreće. Ovaj POKeMON juri za plenom sve dok se žrtva ne iscrpi. Međutim, može okrenuti rep ako plen uzvrati udarac. POOCHIENA je svejed - poješće sve. Karakteristična karakteristika je koliko su njegovi očnjaci veliki u poređenju sa telom. Ovaj POKeMON pokušava da zastraši svoje neprijatelje tako što mu dlake na repu nakostreše. Ona divljački preti neprijateljima golim očnjacima. Uporno juri za ciljevima koji beže. Međutim, okreće rep i beži ako neprijatelj uzvrati.",5,136,56,FALSE,FALSE,generation-iii,35,55,35,30,30,35
"Obilno u tropima. Kada pleše, njegove latice trljaju se jedna uz drugu i stvaraju prijatan zvuk zvona. BELLOSSOM se povremeno okupljaju i pojavljuju se da plešu. Kažu da je ples ritual prizivanja sunca. Kada ovi plešu zajedno, njihove latice trljaju se jedna o drugu, stvarajući lepe, opuštajuće zvuke.",4,58,221,FALSE,FALSE,generation-ii,75,80,95,90,100,50
"Zapaljeni ugalj je oživeo i postao Pokemon. Posedujući vatreni borbeni duh, Charcadet će se boriti čak i sa teškim protivnicima. Njegova vatrena moć se povećava kada se bori, dostižući preko 1.800 stepeni Farenhajta. Voli bobice koje su bogate mastima.",6,105,51,FALSE,FALSE,generation-ix,40,50,40,50,40,35
"Ceo život provodi u jabuci. Krije se od svojih prirodnih neprijatelja, ptičjih Pokemona, pretvarajući se da je samo jabuka i ništa više. Čim se rodi, zariva se u jabuku. Ne samo da jabuka služi kao izvor hrane, već i ukus voća određuje njenu evoluciju.",2,5,52,FALSE,FALSE,generation-viii,40,40,80,40,40,20
"Rečeno je da je to ženska evolucija Kosmoga. Kada se njegovo treće oko aktivira, odlazi u drugi svet. Za koji se kaže da živi u drugom svetu, ovaj Pokemon proždire svetlost, prevlačeći tamni veo noći bez meseca preko svetlosti dana. Zapisi o njoj postoje u spisima davno, davno, gde je bila poznata po imenu „zver koja zove mesec“.",40,1200,306,TRUE,FALSE,generation-vii,137,113,89,137,107,97
"SVABLU ima lagana i pahuljasta krila koja su poput pamučnih oblaka. Ovaj POKeMON se ne plaši ljudi. Sleće na glave ljudi i sedi kao kapa od pamuka. SVABLU voli da čisti stvari. Ako uoči nešto prljavo, obrisati će ga i uglancati svojim pamučnim krilima. Ako mu se krila zaprljaju, ovaj POKeMON pronalazi potok i tušira ​​se. POKEMON koji ima krila poput pamučnih oblaka. Nakon što izdrže zimu, u kojoj ima malo hrane, SVABLU jata se u proleće sele bliže gradovima.",4,12,62,FALSE,FALSE,generation-iii,45,40,60,40,75,50
"Legenda kaže da će u retkim prilikama jedna od njegovih glava otpasti i nastaviti kao EKSEGGCUTE. Njegovi krikovi su veoma bučni. To je zato što svaka od 3 glave razmišlja o onome što želi. Njegove tri glave misle nezavisno. Međutim, oni su prijateljski nastrojeni i nikada ne izgledaju kao da se svađaju.",20,1200,186,FALSE,FALSE,generation-i,95,95,85,125,75,55
"Prede strunu ne samo sa zadnje strane, već i iz usta. Teško je reći koji je koji kraj. Jedna nit posebne žice beskonačno se izvlači iz zadnjeg dela. Konec vodi nazad do svog gnezda. Umesto da svije gnezdo na jednom određenom mestu, on luta u potrazi za hranom nakon što padne mrak.",11,335,140,FALSE,FALSE,generation-ii,70,90,70,60,70,40
"Kao vetar, može da se provuče kroz svaki procep, ma koliko mali. Za sobom ostavlja loptice belog paperja. Jašući vihore, pojavljuju se. Ovi Pokemoni se ušunjaju kroz rupe u kuće i izazivaju razne nestašluke. Pojavljuju se zajedno sa vihorima. Oni prave šale, poput pomeranja nameštaja i ostavljanja kuglica pamuka u domovima.",7,66,168,FALSE,FALSE,generation-v,60,67,85,77,75,116
"Privlači plen svojom pljuvačkom slatkog mirisa, a zatim se ugrize. Potreban je ceo dan da se pojede plen. Viseći sa grana koristeći svoje pipke, izgleda kao biljka. Čeka plen, širom otvorenih usta. Veže se za drveće u močvarama. Privlači plen svojim mirisnim slinavkom i guta ga.",14,270,159,FALSE,FALSE,generation-iv,74,100,72,90,72,46
Očigledno je Ciclizar dozvoljavao ljudima da se voze na njegovim leđima od davnina. Prikazi ovoga pronađeni su na muralima starim 10.000 godina. Može da trči brzinom od preko 70 mph dok nosi čoveka. Toplota tela jahača greje Ciclizarova leđa i podiže Pokemonov duh.,16,630,175,FALSE,FALSE,generation-ix,70,95,65,85,65,121
"Nikada ne menjaju rutu kojom lete, jer njihova sećanja na čuvanje drevnog grada ostaju nepokolebljiva. Čuvari drevnog grada, oni koriste svoju psihičku moć da napadnu neprijatelje koji napadaju njihovu teritoriju. Čuvari drevnog grada, oni uvek lete istom rutom dok paze na osvajače.",14,140,172,FALSE,FALSE,generation-v,72,58,80,103,80,97
Njegovo puhasto krzno je po sastavu slično biljkama. Ovaj Pokemon često pere lice da se ne bi osušio. Sladak miris koji odaje njegovo telo očarava one oko sebe. Miris postaje jači kada je ovaj Pokemon na suncu.,4,41,62,FALSE,FALSE,generation-ix,40,61,54,45,45,65
"Oni se motaju oko neprijatelja i šokiraju ih organima koji proizvode struju koji izgledaju jednostavno kao kružni obrasci. Ovi Pokemoni imaju veliki apetit. Kada uoče svoj plen, napadaju ga i parališu strujom. Omota se oko svog plena i parališe ga strujom iz okruglih tačaka na bokovima. Onda žvaće.",12,220,142,FALSE,FALSE,generation-v,65,85,70,75,70,40
"Tajno mirisom obeležava potencijalne mete. Prateći miris, vreba svoje mete i krade od njih kada to najmanje očekuju. Sa gipkim telom i oštrim kandžama, ide okolo kradući hranu i jaja. Boltund je njegov prirodni neprijatelj.",12,199,159,FALSE,FALSE,generation-viii,70,58,58,87,92,90
"Njegove šape skrivaju oštre kandže. Ako je napadnut, iznenada ispruži kandže i preplaši svog neprijatelja. Zlobne prirode, tera PIDžIJE iz njihovih gnezda i gušta se jajima koja zaostaju. Ovaj lukavi POKeMON krije se pod okriljem tame, čekajući da napadne svoj plen.",9,280,86,FALSE,FALSE,generation-ii,55,95,55,35,75,115
"Može da uči i govori ljudske reči. Ako se okupe, svi nauče istu izreku. Održava ritam tako što treperi repnim perjem poput metronoma. Imitira ljudski govor. Njegov jezik je isto kao i ljudski. Kao rezultat toga, može pametno da oponaša ljudski govor.",5,19,144,FALSE,FALSE,generation-iv,76,65,45,92,42,91
Ovaj misteriozni Pokemon ima neke sličnosti sa stvorenjem koje je stara knjiga predstavila kao Slither Ving. Ovaj Pokemon donekle podseća na drevni oblik Volkarone koji je predstavljen u sumnjivom časopisu.,32,920,285,FALSE,FALSE,generation-ix,85,135,79,85,105,81
"Oni obaraju leteći plen ispaljivanjem komprimovane vode iz svojih masivnih kandži kao da pucaju iz pištolja. Kroz kontrolisane eksplozije unutrašnjeg gasa, može da izbaci vodu kao metak iz pištolja. Na malim udaljenostima može razbiti kamen. Njegove kandže povremeno otpadaju i drži se niskog profila dok ponovo ne izrastu. Meso njegovih kandži je tako ukusno!",5,83,66,FALSE,FALSE,generation-vi,50,53,62,58,63,44
"Ovaj Pokemon je stao u odbranu Pokemona koji su izgubili svoje domove u ratu među ljudima. Njegov naboj je dovoljno jak da jednim udarcem probije džinovski zid zamka. O ovom Pokemonu se govori u legendama. O kome se govori u legendi, ovaj Pokemon je iskoristio svoju fenomenalnu moć da uništi zamak u nastojanju da zaštiti Pokemone.",19,2600,261,TRUE,FALSE,generation-v,91,129,90,72,90,108
"Praistorijski POKeMON koji je izumro kada je njegova teška školjka onemogućila hvatanje plena. Oštri kljunovi zvone u ustima. Njegova školjka je bila prevelika da bi se slobodno kretala, pa je izumrla. Očigledno je svojim oštrim očnjacima razbio SHELLDER-ovu školjku i isisao unutrašnjost.",10,350,173,FALSE,FALSE,generation-i,70,60,125,115,70,55
"Lete unaokolo velikom brzinom, udarajući svojim šiljatim kopljima. Čak i kada su u nevolji, hrabro se suočavaju sa protivnicima. Ovi Pokemoni evoluiraju tako što nose omotač od ljuske. Čelični oklop štiti njihovo celo telo. Noseći pokrivač od granate koji su ukrali od Šelmeta, oni se brane i napadaju sa dva koplja.",10,330,173,FALSE,FALSE,generation-v,70,135,105,60,105,20
"NINjASK se kreće tako velikom brzinom da se ne vidi, čak i dok se njegov plač jasno čuje. Iz tog razloga, dugo se verovalo da je ovaj POKeMON nevidljiv. Ako NINjASK nije obučen kako treba, odbijaće da posluša TRENERA i neprestano glasno plače. Zbog ovog kvaliteta, za ovaj POKeMON se kaže da je onaj koji stavlja TRENEROVE sposobnosti na test. Pošto snažno juri velikom brzinom, veoma je teško videti. Predugo slušanje njegovih prepoznatljivih krikova izaziva glavobolju.",8,120,160,FALSE,FALSE,generation-iii,61,90,45,50,50,160
"Kada preplavi moć, narandžasti kristal na njegovom telu sija. Traži podzemnu vodu u pećinama. Pošto je njegova energija bila prevelika da bi se mogla zadržati, energija je procurila i formirala narandžaste kristale. Kad je zdravo, jezgro mu viri. Uvek okrenut na isti način, brzo se pomera napred-nazad i levo-desno.",9,1020,137,FALSE,FALSE,generation-v,70,105,105,50,40,20
"Protivnici koji bulje u svetlucanje tačaka koje emituju svetlost na njegovom telu postaju ošamućeni i gube volju za borbom. On bljeska tačkama koje emituju svetlost na svom telu, što iscrpljuje protivnikovu volju za borbom. Koristi se prilika da se pobegne i sakri. Privlači plen svojim trepćućim svetlima, a zatim ih umotava u svoje dugačke pipke i drži ih na mestu.",4,35,58,FALSE,FALSE,generation-vi,53,54,53,37,46,45
"Može ljude uspavljivati i naterati ih da sanjaju. Aktivan je tokom noći mladog meseca. Narodno predanje kaže da će u noćima bez meseca ovaj Pokemon naterati ljude da vide užasne noćne more. Da bi se zaštitio, one oko sebe pogađa noćne more. Međutim, to ne znači nikakvu štetu.",15,505,270,FALSE,TRUE,generation-iv,70,90,90,135,90,125
"Kada njegova krila uhvati vetar, kosti unutar njih proizvode električnu energiju. Ovaj Pokemon roni u okean, hvatajući plen ubijajući ga strujom. Ovi Pokemoni prave svoja gnezda na obalnim liticama. Gnezda imaju čudnu, pucketavu teksturu i popularna su poslastica.",4,36,56,FALSE,FALSE,generation-ix,40,40,35,55,40,70
"Poseduje najubedljivije hipnotičke moći od svih Pokemona i tera druge da rade šta god požele. Privlači svoj plen hipnotičkim pokretima, a zatim obavija svoje pipke oko sebe pre nego što ga dovrši probavnim tečnostima. Kada je u pitanju snažna hipnoza, postoji beskrajan broj ljudi koji koriste Malamar za svoja podla dela.",15,470,169,FALSE,FALSE,generation-vi,86,92,88,68,75,73
"Iako je odavno izumrla, u retkim slučajevima može se genetski vaskrsnuti iz fosila. Drevni POKeMON koji je pronađen iz fosila. Pliva tako što mudro okreće svojih 10 pipaka. Oživljen iz drevnog fosila, ovaj POKeMON koristi vazduh uskladišten u ljusci da bi tonuo i uzdigao se u vodi.",4,75,71,FALSE,FALSE,generation-i,35,40,100,90,55,35
"Kada Veluza odbaci nepotrebno meso, njegov um postaje izbrušen i njegova psihička moć se povećava. Rezervno meso ima blag, ali ukusan ukus. Veluza ima odlične regenerativne sposobnosti. Izbacuje rezervno meso sa svog tela da bi povećao svoju agilnost, a zatim juriša na svoj plen.",25,900,167,FALSE,FALSE,generation-ix,90,102,73,78,65,70
Ima tri otrovna uboda na prednjim nogama i repu. Navikli su da više puta bodu svog neprijatelja. Leti velikom brzinom i napada koristeći svoje velike otrovne ubode na prednjim nogama i repu. Ima 3 otrovna uboda na prednjim nogama i repu. Navikli su da više puta bodu svog neprijatelja.,10,295,178,FALSE,FALSE,generation-i,65,90,40,45,80,75
Njegovo stanište su mračne šume i pećine. Emituje ultrazvučne talase iz nosa da bi saznao više o svom okruženju. Usisavanje iz nozdrva omogućava mu da se zalepi za zidove pećine tokom spavanja. Iza sebe ostavlja trag u obliku srca. Oznaka u obliku srca koja je ostala na telu nakon što je vubat bio pričvršćen za njega se kaže da donosi sreću.,4,21,65,FALSE,FALSE,generation-v,65,45,43,55,43,72
"Klavf visi naglavačke sa litica, čekajući plen. Ali Klavf ne može dugo da ostane u ovom položaju jer mu krv juri u glavu. Ovaj Pokemon živi na strmim liticama. Zaobilazi napade protivnika, a zatim svojim kandžama juri na njihove slabe tačke.",13,790,158,FALSE,FALSE,generation-ix,70,100,115,35,55,75
"SVAMPERT je veoma jak. Ima dovoljno snage da lako vuče stenu tešku više od tone. Ovaj POKeMON takođe ima moćnu viziju koja mu omogućava da vidi čak i u mutnoj vodi. SVAMPERT predviđa oluje tako što svojim perajima oseća suptilne razlike u zvukovima talasa i plimnih vetrova. Ako se oluja približava, ona gomila kamene gromade da bi se zaštitila. Ako oseti približavanje oluje i plimnog talasa, svoje primorsko gnezdo štiti nagomilavanjem gromada. Pliva brzo kao džet ski.",15,819,241,FALSE,FALSE,generation-iii,100,110,90,85,90,60
"Emituje psihičku moć dovoljno jaku da izazove glavobolje kao odvraćanje od pristupa drugih. Ako ste previše glasni oko njega, rizikujete da vas rastrgnu kandže na njegovom pipku. Ovaj Pokemon je poznat i kao Šumska veštica.",21,51,255,FALSE,FALSE,generation-viii,57,90,95,136,103,29
"Izgled CASTFORM-a se menja sa vremenom. Ovaj POKeMON je stekao sposobnost da koristi ogromnu moć prirode da zaštiti svoje malo telo. CASTFORM pozajmljuje moć prirode da se transformiše u maske sunca, kišnih oblaka i snežnih oblaka. Osećanja ovog POKeMON-a se menjaju sa vremenom. Menja svoj oblik u zavisnosti od vremena. Čini se da promene u klimi, kao što su temperatura i vlažnost, utiču na njegovu ćelijsku strukturu.",3,8,147,FALSE,FALSE,generation-iii,70,70,70,70,70,70
"Jedan udarac nogom od Kuakuaval-a može dovesti do otkotrljanja kamiona. Ovaj Pokemon koristi svoje moćne noge da izvodi upečatljive plesove iz dalekih zemalja. Plešući na način koji priziva daleka mesta, ovaj Pokemon hipnotizira sve koji ga vide. Procvat njegovog ukrasnog vodenog perja seče na njegove neprijatelje.",18,619,265,FALSE,FALSE,generation-ix,85,120,80,85,75,85
"Žive u hladnim regionima, formirajući grupe od četiri ili petoro koji love plen sa impresivnom koordinacijom. On šalje signale drugima tako što urezuje čudne šare na drveću prekrivenom mrazom i ledu. Evolucija ga je učinila još lukavijim. Komunicira hvatanjem znakova u gromadama.",11,340,179,FALSE,FALSE,generation-iv,70,120,65,45,85,125
Ovaj Pokemon izbacuje kriogeni vazduh iz svojih usta. Ovaj vazduh može momentalno da zamrzne čak i tečnost vruću lavu. Pokreće se u bitku tako što se okreće naopačke i izbacuje hladan vazduh iz svojih usta. Svojim dorzalnim sečivom dokrajčuje protivnike.,21,2100,300,FALSE,FALSE,generation-ix,115,145,92,75,86,87
"Dva Binakla žive zajedno na jednoj steni. Kada se bore, jedan od njih će preći na drugu stenu. Protežu se, a zatim skupljaju, povlačeći svoje stene zajedno sa sobom u smelim skokovima. Jedu morske alge koje se nanose na obalu. Nakon što dva Binakla pronađu stenu odgovarajuće veličine, oni se pridržavaju nje i žive zajedno. Oni sarađuju u prikupljanju hrane tokom plime.",5,310,61,FALSE,FALSE,generation-vi,42,52,67,39,56,50
"Dok se neguje, nakuplja krzno u stomaku. Pali krzno i izbacuje vatrene napade, koji se menjaju u zavisnosti od toga kako kašlje. Ne dozvoljava da se njegove emocije lako vide. Za zaradu njegovog poverenja potrebno je vreme. Preferira samoću. Ako se previše trudite da mu se približite, neće vam se otvoriti. Čak i ako se zbližite, davanje previše naklonosti je i dalje ne-ne.",4,43,64,FALSE,FALSE,generation-vii,45,65,40,60,40,70
"Ako ne uspe da zgnječi žrtvu svojim kleštima, zamahnuće je i snažno je baciti. Hvata svoj plen svojim kleštima i snažno stišće! Ne može da se kreće ako je hladno, pa živi na toplim mestima. Svojim rogovima kopa jame za spavanje noću. Ujutru se vlažna zemlja lepi za njegovo telo.",15,550,175,FALSE,FALSE,generation-i,65,125,100,55,70,85
"Kada je ugrožena, napada ispaljivanjem šiljaka, što mu daje šansu da pobegne otkotrljajući se. Oni zabadaju svoje šiljke u zidove pećine i upijaju minerale koje pronađu u steni. Upija gvožđe koje nađe u steni dok se drži plafona. Puca šiljke kada je u opasnosti.",6,188,61,FALSE,FALSE,generation-v,44,50,91,24,86,10
